T(K),Z*10^-4reported,Resist.(Ohm.cm),Seebeck(uV/K),kappaZT,Resist.(400K),Seebeck(400K),Pf(W/K^2/m),ZT,kappa(W/mK),Conduct.(S/cm),CellVolume(A^3),FormulaUnitsperCell,Atomsperformulaunit,totalatomsperunitcell
700,0.85,0.015859246,-102.587,4.65E-02,23.73,-50.67,6.64E-05,0.20,4.22,6.31E+01,215.14,4,5,20
1000,0.85,0.017598384,-107.567,6.57E-02,23.73,-50.67,6.57E-05,0.20,4.22,5.68E+01,215.14,4,5,20
300,0.85,0.008634907,-102.175,3.63E-02,23.73,-50.67,1.21E-04,0.20,4.22,1.16E+02,210.39,4,5,20
400,0.85,0.007468985,-105.968,6.01E-02,23.73,-50.67,1.50E-04,0.20,4.22,1.34E+02,210.39,4,5,20
700,0.85,0.00788457,-146.796,1.91E-01,23.73,-50.67,2.73E-04,0.20,4.22,1.27E+02,210.39,4,5,20
1000,0.85,0.007834535,-122.707,1.92E-01,23.73,-50.67,1.92E-04,0.20,4.22,1.28E+02,210.39,4,5,20
300,0.85,0.462038885,-69.9028,3.17E-04,23.73,-50.67,1.06E-06,0.20,4.22,2.16E+00,210.39,4,5,20
400,0.85,0.115283742,-70.9189,1.75E-03,23.73,-50.67,4.36E-06,0.20,4.22,8.67E+00,210.39,4,5,20
700,0.85,0.067066382,-81.0778,6.86E-03,23.73,-50.67,9.80E-06,0.20,4.22,1.49E+01,210.39,4,5,20
1000,0.85,0.064231851,-70.1149,7.65E-03,23.73,-50.67,7.65E-06,0.20,4.22,1.56E+01,210.39,4,5,20
300,0.85,0.007963495,-93.0096,3.26E-02,23.73,-50.67,1.09E-04,0.20,4.22,1.26E+02,212.03,4,5,20
400,0.85,0.006990172,-98.403,5.54E-02,23.73,-50.67,1.39E-04,0.20,4.22,1.43E+02,212.03,4,5,20
700,0.85,0.008549054,-116.934,1.12E-01,23.73,-50.67,1.60E-04,0.20,4.22,1.17E+02,212.03,4,5,20
1000,0.85,0.010285695,-88.437,7.60E-02,23.73,-50.67,7.60E-05,0.20,4.22,9.72E+01,212.03,4,5,20
300,0.85,0.044538272,-274.285,5.07E-02,23.73,-50.67,1.69E-04,0.20,4.22,2.25E+01,212.03,4,5,20
400,0.85,0.052469201,-266.152,5.40E-02,23.73,-50.67,1.35E-04,0.20,4.22,1.91E+01,212.03,4,5,20
700,0.85,0.06050229,-277.092,8.88E-02,23.73,-50.67,1.27E-04,0.20,4.22,1.65E+01,212.03,4,5,20
1000,0.85,0.046817356,-114.746,2.81E-02,23.73,-50.67,2.81E-05,0.20,4.22,2.14E+01,212.03,4,5,20
300,0.85,0.214993195,-348.389,1.69E-02,23.73,-50.67,5.65E-05,0.20,4.22,4.65E+00,212.03,4,5,20
400,0.85,0.204613628,-356.591,2.49E-02,23.73,-50.67,6.21E-05,0.20,4.22,4.89E+00,212.03,4,5,20
700,0.85,0.230797637,-410.971,5.12E-02,23.73,-50.67,7.32E-05,0.20,4.22,4.33E+00,212.03,4,5,20
1000,0.85,0.173432861,-234.678,3.18E-02,23.73,-50.67,3.18E-05,0.20,4.22,5.77E+00,212.03,4,5,20
300,0.85,2.197937455,-283.848,1.10E-03,23.73,-50.67,3.67E-06,0.20,4.22,4.55E-01,212.03,4,5,20
400,0.85,2.301596618,-281.694,1.38E-03,23.73,-50.67,3.45E-06,0.20,4.22,4.34E-01,212.03,4,5,20
700,0.85,2.08200172,-255.18,2.19E-03,23.73,-50.67,3.13E-06,0.20,4.22,4.80E-01,212.03,4,5,20
1000,0.85,0.478677319,-145.433,4.42E-03,23.73,-50.67,4.42E-06,0.20,4.22,2.09E+00,212.03,4,5,20
300,0.85,6.975397772,-476.683,9.77E-04,23.73,-50.67,3.26E-06,0.000326866,2.9898,1.43E-01,206.97,4,5,20
400,0.85,2.869819259,-460.992,2.96E-03,23.73,-50.67,7.41E-06,0.00093196,3.1783,3.48E-01,206.97,4,5,20
700,0.85,0.485187234,-332.067,1.59E-02,23.73,-50.67,2.27E-05,0.004804282,3.3114,2.06E+00,206.97,4,5,20
1000,0.85,0.087496719,-192.833,4.25E-02,23.73,-50.67,4.25E-05,0.012337283,3.4447,1.14E+01,206.97,4,5,20
300,0.85,18.3684,1235.43,2.49E-03,23.73,-50.67,8.31E-06,0.000378505,6.5859,5.44E-02,131.06,3,4,12
400,0.85,18.682,916.284,1.80E-03,23.73,-50.67,4.49E-06,0.000292025,6.1557,5.35E-02,131.06,3,4,12
700,0.85,3.4081,633.893,8.25E-03,23.73,-50.67,1.18E-05,0.001689722,4.8843,2.93E-01,131.06,3,4,12
1000,0.85,1.66438,617.422,2.29E-02,23.73,-50.67,2.29E-05,0.00617642,3.7083,6.01E-01,131.06,3,4,12
300,0.85,6.11207,525.19,1.35E-03,23.73,-50.67,4.51E-06,0.000194341,6.9663,1.64E-01,131.06,3,4,12
400,0.85,1.75771,444.688,4.50E-03,23.73,-50.67,1.13E-05,0.000702824,6.4029,5.69E-01,131.06,3,4,12
700,0.85,0.472214,428.212,2.72E-02,23.73,-50.67,3.88E-05,0.004765211,5.7042,2.12E+00,131.06,3,4,12
1000,0.85,0.365988,445.826,5.43E-02,23.73,-50.67,5.43E-05,0.01097686,4.9475,2.73E+00,131.06,3,4,12
300,0.85,1.04523,311.548,2.79E-03,23.73,-50.67,9.29E-06,0.000368593,7.5581,9.57E-01,131.12,3,4,12
400,0.85,0.569216,332.182,7.75E-03,23.73,-50.67,1.94E-05,0.001155855,6.7086,1.76E+00,131.12,3,4,12
700,0.85,0.265082,367.981,3.58E-02,23.73,-50.67,5.11E-05,0.006125187,5.8378,3.77E+00,131.12,3,4,12
1000,0.85,0.232176,403.782,7.02E-02,23.73,-50.67,7.02E-05,0.014529805,4.833,4.31E+00,131.12,3,4,12
300,0.85,0.101735,199.047,1.17E-02,23.73,-50.67,3.89E-05,0.001636395,7.1396,9.83E+00,131.14,3,4,12
400,0.85,0.069316,241.278,3.36E-02,23.73,-50.67,8.40E-05,0.005199749,6.4607,1.44E+01,131.14,3,4,12
700,0.85,0.0485233,289.576,1.21E-01,23.73,-50.67,1.73E-04,0.021350298,5.6659,2.06E+01,131.14,3,4,12
1000,0.85,0.0470555,325.374,2.25E-01,23.73,-50.67,2.25E-04,0.047104642,4.7763,2.13E+01,131.14,3,4,12
300,0.85,0.106683,196.762,1.09E-02,23.73,-50.67,3.63E-05,0.001171477,9.2934,9.37E+00,131.2,3,4,12
400,0.85,0.0660993,225.369,3.07E-02,23.73,-50.67,7.68E-05,0.003505948,8.7669,1.51E+01,131.2,3,4,12
700,0.85,0.0469005,270.256,1.09E-01,23.73,-50.67,1.56E-04,0.013673064,7.9727,2.13E+01,131.2,3,4,12
1000,0.85,0.0442664,303.784,2.08E-01,23.73,-50.67,2.08E-04,0.03041577,6.8542,2.26E+01,131.2,3,4,12
300,0.85,0.0754474,208.131,1.72E-02,23.73,-50.67,5.74E-05,0.001808913,9.5221,1.33E+01,131.16,3,4,12
400,0.85,0.0546485,241.265,4.26E-02,23.73,-50.67,1.07E-04,0.0047257,9.0158,1.83E+01,131.16,3,4,12
700,0.85,0.0406648,281.605,1.37E-01,23.73,-50.67,1.95E-04,0.0168798,8.0871,2.46E+01,131.16,3,4,12
1000,0.85,0.0408004,325.387,2.60E-01,23.73,-50.67,2.60E-04,0.037136033,6.9878,2.45E+01,131.16,3,4,12
300,0.85,2.95E-04,8.19E+01,6.83E-01,23.73,-50.67,2.28E-03,0.035775294,19.08,3.39E+03,75.67,1,7,7
400,0.85,3.54E-04,98,1.09E+00,23.73,-50.67,2.71E-03,0.080229444,13.53,2.83E+03,75.67,1,7,7
700,0.85,4.84E-04,146,3.08E+00,23.73,-50.67,4.40E-03,0.540286341,5.7025,2.06E+03,75.67,1,7,7
1000,0.85,6.00E-04,200,6.67E+00,23.73,-50.67,6.67E-03,1.399413646,4.7639,1.67E+03,75.67,1,7,7
300,0.85,2.11E-03,104,1.54E-01,23.73,-50.67,5.14E-04,0.080921257,1.904,4.75E+02,75.67,1,7,7
400,0.85,2.53E-03,118,2.20E-01,23.73,-50.67,5.51E-04,0.120081428,1.834,3.95E+02,75.67,1,7,7
700,0.85,3.40E-03,161,5.34E-01,23.73,-50.67,7.62E-04,0.254977376,2.093,2.94E+02,75.67,1,7,7
1000,0.85,4.00E-03,175,7.66E-01,23.73,-50.67,7.66E-04,0.344302289,2.2237,2.50E+02,75.67,1,7,7
700,0.85,0.084836351,-159.904,2.11E-02,23.73,-50.67,3.01E-05,0.20,4.22,1.18E+01,47.62,2,2,4
1000,0.85,0.060526459,-190.963,6.02E-02,23.73,-50.67,6.02E-05,0.20,4.22,1.65E+01,47.62,2,2,4
700,0.85,0.06809206,-133.608,1.84E-02,23.73,-50.67,2.62E-05,0.20,4.22,1.47E+01,47.62,2,2,4
1000,0.85,0.025429957,-182.054,1.30E-01,23.73,-50.67,1.30E-04,0.20,4.22,3.93E+01,47.62,2,2,4
700,0.85,0.049759661,-124.909,2.19E-02,23.73,-50.67,3.14E-05,0.20,4.22,2.01E+01,47.62,2,2,4
1000,0.85,0.019382024,-173.573,1.55E-01,23.73,-50.67,1.55E-04,0.20,4.22,5.16E+01,47.62,2,2,4
700,0.85,0.046832485,-112.738,1.90E-02,23.73,-50.67,2.71E-05,0.20,4.22,2.14E+01,47.62,2,2,4
1000,0.85,0.018318575,-164.443,1.48E-01,23.73,-50.67,1.48E-04,0.20,4.22,5.46E+01,47.62,2,2,4
700,0.85,0.033823549,-170.775,6.04E-02,23.73,-50.67,8.62E-05,0.20,4.22,2.96E+01,47.62,2,2,4
1000,0.85,0.017394965,-217.259,2.71E-01,23.73,-50.67,2.71E-04,0.20,4.22,5.75E+01,47.62,2,2,4
700,0.85,0.029403376,-147.96,5.21E-02,23.73,-50.67,7.45E-05,0.20,4.22,3.40E+01,47.62,2,2,4
1000,0.85,0.015898605,-212.256,2.83E-01,23.73,-50.67,2.83E-04,0.20,4.22,6.29E+01,47.62,2,2,4
700,0.85,0.026005029,-143.177,5.52E-02,23.73,-50.67,7.88E-05,0.20,4.22,3.85E+01,47.62,2,2,4
1000,0.85,0.014455316,-205.305,2.92E-01,23.73,-50.67,2.92E-04,0.20,4.22,6.92E+01,47.62,2,2,4
700,0.85,0.023522715,-139.044,5.75E-02,23.73,-50.67,8.22E-05,0.20,4.22,4.25E+01,47.62,2,2,4
1000,0.85,0.013252247,-195.093,2.87E-01,23.73,-50.67,2.87E-04,0.20,4.22,7.55E+01,47.62,2,2,4
300,0.85,0.00974787,-178.765,9.84E-02,23.73,-50.67,3.28E-04,0.024064225,4.087,1.03E+02,226.87,4,3,12
400,0.85,0.00625721,-208.592,2.78E-01,23.73,-50.67,6.95E-04,0.078795216,3.53,1.60E+02,226.87,4,3,12
700,0.85,0.00216666,-236.062,1.80E+00,23.73,-50.67,2.57E-03,0.549896257,3.274,4.62E+02,226.87,4,3,12
300,0.85,0.00904316,-188.659,1.18E-01,23.73,-50.67,3.94E-04,0.030958179,3.814,1.11E+02,226.87,4,3,12
400,0.85,0.00511455,-233.589,4.27E-01,23.73,-50.67,1.07E-03,0.127573719,3.345,1.96E+02,226.87,4,3,12
700,0.85,0.00176663,-276.689,3.03E+00,23.73,-50.67,4.33E-03,0.949138206,3.196,5.66E+02,226.87,4,3,12
300,0.85,0.00860507,-369.912,4.77E-01,23.73,-50.67,1.59E-03,0.150488885,3.17,1.16E+02,226.87,4,3,12
400,0.85,0.00555251,-379.426,1.04E+00,23.73,-50.67,2.59E-03,0.365565734,2.837,1.80E+02,226.87,4,3,12
700,0.85,0.00228094,-348.046,3.72E+00,23.73,-50.67,5.31E-03,1.263615091,2.942,4.38E+02,226.87,4,3,12
300,0.85,0.00475748,-311.579,6.12E-01,23.73,-50.67,2.04E-03,0.199889676,3.0626,2.10E+02,226.87,4,3,12
400,0.85,0.00338128,-329.939,1.29E+00,23.73,-50.67,3.22E-03,0.4288356,3.003,2.96E+02,226.87,4,3,12
700,0.85,0.00163327,-328.251,4.62E+00,23.73,-50.67,6.60E-03,1.419170654,3.254,6.12E+02,226.87,4,3,12
300,0.85,0.0048146,-252.204,3.96E-01,23.73,-50.67,1.32E-03,0.116775879,3.394,2.08E+02,226.87,4,3,12
400,0.85,0.00313369,-264.835,8.95E-01,23.73,-50.67,2.24E-03,0.291429498,3.072,3.19E+02,226.87,4,3,12
700,0.85,0.00148089,-260.541,3.21E+00,23.73,-50.67,4.58E-03,1.016372274,3.157,6.75E+02,226.87,4,3,12
300,0.85,0.000993432,68.2676,1.41E-01,23.73,-50.67,4.69E-04,0.20,4.22,1.01E+03,762.3,2,17,34
400,0.85,0.00105643,87.0227,2.87E-01,23.73,-50.67,7.17E-04,0.20,4.22,9.47E+02,762.3,2,17,34
700,0.85,0.00130209,128.846,8.92E-01,23.73,-50.67,1.28E-03,0.20,4.22,7.68E+02,762.3,2,17,34
1000,0.85,0.00174341,156.737,1.41E+00,23.73,-50.67,1.41E-03,0.20,4.22,5.74E+02,762.3,2,17,34
300,0.85,0.00147222,86.5388,1.53E-01,23.73,-50.67,5.09E-04,0.1113909,1.37,6.79E+02,756.81,2,17,34
400,0.85,0.00162618,107.702,2.85E-01,23.73,-50.67,7.13E-04,0.20,4.22,6.15E+02,756.81,2,17,34
700,0.85,0.00201791,149.997,7.80E-01,23.73,-50.67,1.12E-03,0.20,4.22,4.96E+02,756.81,2,17,34
1000,0.85,0.00230374,176.441,1.35E+00,23.73,-50.67,1.35E-03,0.20,4.22,4.34E+02,756.81,2,17,34
300,0.85,0.0027419,104.331,1.19E-01,23.73,-50.67,3.97E-04,0.20,4.22,3.65E+02,756.81,2,17,34
400,0.85,0.00287783,123.077,2.11E-01,23.73,-50.67,5.26E-04,0.20,4.22,3.47E+02,756.81,2,17,34
700,0.85,0.00330908,162.016,5.55E-01,23.73,-50.67,7.93E-04,0.20,4.22,3.02E+02,756.81,2,17,34
1000,0.85,0.00339272,189.903,1.06E+00,23.73,-50.67,1.06E-03,0.20,4.22,2.95E+02,756.81,2,17,34
300,0.85,0.00473037,107.699,7.36E-02,23.73,-50.67,2.45E-04,0.20,4.22,2.11E+02,747,2,17,34
400,0.85,0.00481344,134.608,1.51E-01,23.73,-50.67,3.76E-04,0.20,4.22,2.08E+02,747,2,17,34
700,0.85,0.0048781,163.937,3.86E-01,23.73,-50.67,5.51E-04,0.20,4.22,2.05E+02,747,2,17,34
1000,0.85,0.00499442,117.784,2.78E-01,23.73,-50.67,2.78E-04,0.20,4.22,2.00E+02,747,2,17,34
300,0.85,0.0104532,-87.0125,2.17E-02,23.73,-50.67,7.24E-05,0.20,4.22,9.57E+01,747,2,17,34
400,0.85,0.00985308,-102.424,4.26E-02,23.73,-50.67,1.06E-04,0.20,4.22,1.01E+02,747,2,17,34
700,0.85,0.00608923,-140.861,2.28E-01,23.73,-50.67,3.26E-04,0.20,4.22,1.64E+02,747,2,17,34
1000,0.85,0.00448351,-138.009,4.25E-01,23.73,-50.67,4.25E-04,0.20,4.22,2.23E+02,747,2,17,34
300,0.85,0.0609811,16.3458,1.31E-04,23.73,-50.67,4.38E-07,0.20,4.22,1.64E+01,747,2,17,34
400,0.85,0.0446028,12.0057,1.29E-04,23.73,-50.67,3.23E-07,0.20,4.22,2.24E+01,747,2,17,34
700,0.85,0.011935,-35.5636,7.42E-03,23.73,-50.67,1.06E-05,0.20,4.22,8.38E+01,747,2,17,34
1000,0.85,0.00397477,-89.9103,2.03E-01,23.73,-50.67,2.03E-04,0.20,4.22,2.52E+02,747,2,17,34
300,0.85,0.00164306,108.391,2.15E-01,23.73,-50.67,7.15E-04,0.134070829,1.6,6.09E+02,752.85,2,17,34
400,0.85,0.00183033,142.661,4.45E-01,23.73,-50.67,1.11E-03,0.277984857,1.6,5.46E+02,752.85,2,17,34
700,0.85,0.00231764,210.479,1.34E+00,23.73,-50.67,1.91E-03,0.852255776,1.57,4.31E+02,752.85,2,17,34
300,0.85,0.00932355,-177.252,1.01E-01,23.73,-50.67,3.37E-04,0.0256,3.948955807,1.07E+02,226.87,4,3,12
700,0.85,0.00236129,-237.912,1.68E+00,23.73,-50.67,2.40E-03,0.539,3.113096927,4.24E+02,226.87,4,3,12
300,0.85,0.002408,-250,7.79E-01,23.73,-50.67,2.60E-03,0.2697,2.887113404,4.15E+02,226.87,4,3,12
400,0.85,0.002168,-281,1.46E+00,23.73,-50.67,3.64E-03,0.537,2.712932995,4.61E+02,226.87,4,3,12
700,0.85,0.001544,-307,4.27E+00,23.73,-50.67,6.10E-03,1.45,2.946859925,6.48E+02,226.87,4,3,12
300,0.85,0.001166,-211,1.15E+00,23.73,-50.67,3.82E-03,0.414,2.766860566,8.58E+02,226.87,4,3,12
400,0.85,0.0012526,-237,1.79E+00,23.73,-50.67,4.48E-03,0.678,2.645541521,7.98E+02,226.87,4,3,12
700,0.85,0.0013186,-274,3.99E+00,23.73,-50.67,5.69E-03,1.3448,2.963660104,7.58E+02,226.87,4,3,12
300,0.85,0.00877175,-181.756,1.13E-01,23.73,-50.67,3.77E-04,0.20,4.22,1.14E+02,226.87,4,3,12
700,0.85,0.0021511,-287.251,2.69E+00,23.73,-50.67,3.84E-03,0.20,4.22,4.65E+02,226.87,4,3,12
300,0.85,0.00841046,-329.724,3.88E-01,23.73,-50.67,1.29E-03,0.20,4.22,1.19E+02,226.87,4,3,12
700,0.85,0.00234825,-345.217,3.55E+00,23.73,-50.67,5.08E-03,0.20,4.22,4.26E+02,226.87,4,3,12
300,0.85,0.00845644,-316.151,3.55E-01,23.73,-50.67,1.18E-03,0.20,4.22,1.18E+02,226.87,4,3,12
700,0.85,0.00203291,-358.019,4.41E+00,23.73,-50.67,6.31E-03,0.20,4.22,4.92E+02,226.87,4,3,12
300,0.85,0.00494914,-303.567,5.59E-01,23.73,-50.67,1.86E-03,0.20,4.22,2.02E+02,226.87,4,3,12
700,0.85,0.00188843,-333.898,4.13E+00,23.73,-50.67,5.90E-03,0.20,4.22,5.30E+02,226.87,4,3,12
300,0.85,0.00467326,-250.711,4.04E-01,23.73,-50.67,1.35E-03,0.20,4.22,2.14E+02,226.87,4,3,12
700,0.85,0.0016849,-260.931,2.83E+00,23.73,-50.67,4.04E-03,0.20,4.22,5.94E+02,226.87,4,3,12
300,0.85,0.004618298,-63.5492,2.62E-02,23.73,-50.67,8.74E-05,0.003295691,7.96,2.17E+02,60.64,1,5,5
400,0.85,0.004541079,-76.9741,5.22E-02,23.73,-50.67,1.30E-04,0.006089889,8.57,2.20E+02,60.64,1,5,5
700,0.85,0.004614717,-122.314,2.27E-01,23.73,-50.67,3.24E-04,0.036960421,6.14,2.17E+02,60.64,1,5,5
1000,0.85,0.005626132,-163.115,4.73E-01,23.73,-50.67,4.73E-04,0.185091706,2.555,1.78E+02,60.64,1,5,5
300,0.85,0.009615385,-49.7,7.71E-03,23.73,-50.67,2.57E-05,0.001837111,4.195,1.04E+02,60.64,1,5,5
400,0.85,0.004,-70.5,4.97E-02,23.73,-50.67,1.24E-04,0.013289439,3.74,2.50E+02,60.64,1,5,5
700,0.85,0.004587156,-147,3.30E-01,23.73,-50.67,4.71E-04,0.104023136,3.17,2.18E+02,60.64,1,5,5
1000,0.85,0.008333333,-191.6,4.41E-01,23.73,-50.67,4.41E-04,0.148325495,2.97,1.20E+02,60.64,1,5,5
300,0.85,0.002597403,-32.5,1.22E-02,23.73,-50.67,4.07E-05,0.00197087,6.19,3.85E+02,60.64,1,5,5
400,0.85,0.001926782,-42.2,3.70E-02,23.73,-50.67,9.24E-05,0.006910325,5.35,5.19E+02,60.64,1,5,5
700,0.85,0.002269632,-96,2.84E-01,23.73,-50.67,4.06E-04,0.073446995,3.87,4.41E+02,60.64,1,5,5
1000,0.85,0.0041841,-141.8,4.81E-01,23.73,-50.67,4.81E-04,0.141466893,3.397,2.39E+02,60.64,1,5,5
300,0.85,0.001838235,-34.4,1.93E-02,23.73,-50.67,6.44E-05,0.003492303,5.53,5.44E+02,60.64,1,5,5
400,0.85,0.001474926,-44.9,5.47E-02,23.73,-50.67,1.37E-04,0.011319708,4.83,6.78E+02,60.64,1,5,5
700,0.85,0.001953125,-94.4,3.19E-01,23.73,-50.67,4.56E-04,0.092574824,3.45,5.12E+02,60.64,1,5,5
1000,0.85,0.003952569,-140,4.96E-01,23.73,-50.67,4.96E-04,0.155117618,3.1968,2.53E+02,60.64,1,5,5
300,0.85,0.002247191,-22.6,6.82E-03,23.73,-50.67,2.27E-05,0.001140242,5.98,4.45E+02,60.64,1,5,5
400,0.85,0.001808318,-31.5,2.19E-02,23.73,-50.67,5.49E-05,0.004149068,5.29,5.53E+02,60.64,1,5,5
700,0.85,0.001862197,-80.7,2.45E-01,23.73,-50.67,3.50E-04,0.06510758,3.76,5.37E+02,60.64,1,5,5
1000,0.85,0.003194888,-124,4.81E-01,23.73,-50.67,4.81E-04,0.14946236,3.22,3.13E+02,60.64,1,5,5
300,0.85,0.00230891,122.133,1.94E-01,23.73,-50.67,6.46E-04,0.251703686,0.77,4.33E+02,1610.64,9,7,63
400,0.85,0.00266982,148.361,3.30E-01,23.73,-50.67,8.24E-04,0.44564167,0.74,3.75E+02,1610.64,9,7,63
700,0.85,0.00335417,184.769,7.12E-01,23.73,-50.67,1.02E-03,0.962807505,0.74,2.98E+02,1610.64,9,7,63
300,0.85,0.00212594,126.887,2.27E-01,23.73,-50.67,7.57E-04,0.298944741,0.76,4.70E+02,1610.64,9,7,63
400,0.85,0.0024668,155.085,3.90E-01,23.73,-50.67,9.75E-04,0.524900307,0.743,4.05E+02,1610.64,9,7,63
700,0.85,0.00316607,188.372,7.85E-01,23.73,-50.67,1.12E-03,1.055896648,0.743,3.16E+02,1610.64,9,7,63
300,0.85,0.00217354,135.898,2.55E-01,23.73,-50.67,8.50E-04,0.325550215,0.783,4.60E+02,1610.64,9,7,63
400,0.85,0.0025094,160.988,4.13E-01,23.73,-50.67,1.03E-03,0.550827792,0.75,3.99E+02,1610.64,9,7,63
700,0.85,0.00328897,191.811,7.83E-01,23.73,-50.67,1.12E-03,1.044056216,0.75,3.04E+02,1610.64,9,7,63
300,0.85,0.2597,-301,1.05E-02,23.73,-50.67,3.49E-05,0.000214908,48.7,5.92E-02,47.62,2,2,4
400,0.85,0.3891,-293.962,8.88E-03,23.73,-50.67,2.22E-05,0.000267412,33.22,2.50E-01,47.62,2,2,4
700,0.85,1.786,-329.869,4.26E-03,23.73,-50.67,6.09E-06,0.000291113,14.65,9.34E+00,47.62,2,2,4
1000,0.85,2.97,-436.926,6.43E-03,23.73,-50.67,6.43E-06,0.000749156,8.58,2.10E+01,47.62,2,2,4
300,0.85,0.005623413,-154.022,1.27E-01,23.73,-50.67,4.22E-04,0.002844301,44.495,1.55E+02,47.62,2,2,4
400,0.85,0.00616595,-190.595,2.36E-01,23.73,-50.67,5.89E-04,0.007800677,30.21,1.49E+02,47.62,2,2,4
700,0.85,0.009120108,-166.107,2.12E-01,23.73,-50.67,3.03E-04,0.015658013,13.525,9.49E+01,47.62,2,2,4
1000,0.85,0.008709636,-231.536,6.16E-01,23.73,-50.67,6.16E-04,0.074607606,8.25,9.96E+01,47.62,2,2,4
300,0.85,0.002754229,-178.859,3.48E-01,23.73,-50.67,1.16E-03,0.00783126,44.495,3.12E+02,47.62,2,2,4
400,0.85,0.003388442,-204.023,4.91E-01,23.73,-50.67,1.23E-03,0.016265504,30.21,2.54E+02,47.62,2,2,4
700,0.85,0.003981072,-182.219,5.84E-01,23.73,-50.67,8.34E-04,0.043166624,13.525,2.00E+02,47.62,2,2,4
1000,0.85,0.004570882,-167.118,6.11E-01,23.73,-50.67,6.11E-04,0.074061501,8.25,1.86E+02,47.62,2,2,4
300,0.85,0.001202264,-137.914,4.75E-01,23.73,-50.67,1.58E-03,0.011779875,40.29,7.79E+02,47.62,2,2,4
400,0.85,0.00128825,-147.654,6.77E-01,23.73,-50.67,1.69E-03,0.024887514,27.2,7.04E+02,47.62,2,2,4
700,0.85,0.001479108,-171.48,1.39E+00,23.73,-50.67,1.99E-03,0.112228538,12.4,5.48E+02,47.62,2,2,4
1000,0.85,0.001819701,-175,1.68E+00,23.73,-50.67,1.68E-03,0.212496077,7.92,4.44E+02,47.62,2,2,4
300,0.85,0.001318257,-174.827,6.96E-01,23.73,-50.67,2.32E-03,0.02016133,34.5,6.90E+02,47.62,2,2,4
400,0.85,0.001548817,-173.816,7.80E-01,23.73,-50.67,1.95E-03,0.038531371,20.25,5.69E+02,47.62,2,2,4
700,0.85,0.002089296,-195.646,1.28E+00,23.73,-50.67,1.83E-03,0.089681724,14.3,4.50E+02,47.62,2,2,4
1000,0.85,0.002818383,-200.026,1.42E+00,23.73,-50.67,1.42E-03,0.227868794,6.23,3.32E+02,47.62,2,2,4
300,0.85,5.017057997,-39.5353,9.35E-06,23.73,-50.67,3.12E-08,1.59E-06,5.88,1.99E-01,60.64,1,5,5
400,0.85,0.375476856,-47.5373,2.41E-04,23.73,-50.67,6.02E-07,5.13E-05,4.696,2.66E+00,60.64,1,5,5
700,0.85,0.055185202,-99.982,1.27E-02,23.73,-50.67,1.81E-05,0.003633236,3.49,1.81E+01,60.64,1,5,5
1000,0.85,0.024425631,-176.694,1.28E-01,23.73,-50.67,1.28E-04,0.041526869,3.078,4.09E+01,60.64,1,5,5
300,0.85,0.00066,-42.79,8.32E-02,23.73,-50.67,2.77E-04,0.04894993,1.7,1.52E+03,1254.12,1,54,54
300,0.85,0.000782,-49.65,9.46E-02,23.73,-50.67,3.15E-04,0.062217051,1.52,1.28E+03,1254.12,1,54,54
400,0.85,0.00076,-55.98,1.65E-01,23.73,-50.67,4.12E-04,0.101186968,1.63,1.32E+03,1254.12,1,54,54
400,0.85,0.0009,-62.16,1.72E-01,23.73,-50.67,4.29E-04,0.120934761,1.42,1.11E+03,1254.12,1,54,54
700,0.85,0.00123,-102.27,5.95E-01,23.73,-50.67,8.50E-04,0.367429842,1.62,8.13E+02,1254.12,1,54,54
700,0.85,0.00161,-107.38,5.01E-01,23.73,-50.67,7.16E-04,0.385634261,1.3,6.21E+02,1254.12,1,54,54
1000,0.85,0.00171,-141.98,1.18E+00,23.73,-50.67,1.18E-03,0.736780716,1.6,5.85E+02,1254.12,1,54,54
1000,0.85,0.00223,-144.4,9.35E-01,23.73,-50.67,9.35E-04,0.742094099,1.26,4.48E+02,1254.12,1,54,54
300,0.85,0.000774,105.3,4.30E-01,23.73,-50.67,1.43E-03,0.20,4.22,1.29E+03,3250.47,8,11,88
300,0.85,0.00085,154.2,8.39E-01,23.73,-50.67,2.80E-03,0.559473882,1.5,1.18E+03,3250.47,8,11,88
300,0.85,0.000662,-50,1.13E-01,23.73,-50.67,3.78E-04,0.05839848,1.94,1.51E+03,1254.12,1,54,54
400,0.85,0.000791,-75,2.84E-01,23.73,-50.67,7.11E-04,0.15891065,1.79,1.26E+03,1254.12,1,54,54
700,0.85,0.001418,-150,1.11E+00,23.73,-50.67,1.59E-03,0.711999566,1.56,7.05E+02,1254.12,1,54,54
1000,0.85,0.001996,-200,2.00E+00,23.73,-50.67,2.00E-03,1.401404207,1.43,5.01E+02,1254.12,1,54,54
300,0.85,0.00642,256,3.06E-01,23.73,-50.67,1.02E-03,0.636679814,0.481,1.56E+02,1025.05,2,16,32
400,0.85,0.01117,337.9,4.09E-01,23.73,-50.67,1.02E-03,0.999677445,0.409,8.95E+01,1025.05,2,16,32
300,0.85,0.000324,-41.3,1.58E-01,23.73,-50.67,5.26E-04,0.053719136,2.94,3.09E+03,175.2,1,8.4,8.4
400,0.85,0.000499,-54.85,2.41E-01,23.73,-50.67,6.03E-04,0.100068103,2.41,2.00E+03,175.2,1,8.4,8.4
