T (K),Z*10^-4 reported,Resist. (Ohm.cm),Seebeck (uV/K),kappaZT,,Resist. (400K),Seebeck (400K),Pf (W/K^2/m),ZT,kappa (W/mK),T Max,,,Conduct. (S/cm),,Power Factor*T (W/mK),Cell Volume (A^3),Formula Units per Cell,Atoms per formula unit,total atoms per unit cell,average atomic volume,temp of ICSD (K),S,ke/ktotal,
700,0.85,0.0101835,-137.22,1.29E-01,0.051770455,0.007521,-119.99,1.85E-04,0.039949192,3.23973,0.61,0.051770455,0.051770455,9.82E+01,0.051770455,1.29E-01,208.21,4,5,20,10.4105,298,1.88E+04,0.051770455,0.051770455
1000,0.85,0.0126982,-152.89,1.84E-01,0.066681665,0.007521,-119.99,1.84E-04,0.063883122,2.88165,0.61,0.066681665,0.066681665,7.88E+01,0.066681665,1.84E-01,208.21,4,5,20,10.4105,298,2.34E+04,0.066681665,0.066681665
400,0.85,0.00660169,-101.6,6.25E-02,0.91,0.006602,-101.6,1.56E-04,0.20,4.22,0.61,0.91,0.91,1.51E+02,0.91,6.25E-02,208.21,4,5,20,10.4105,298,1.03E+04,0.91,0.91
700,0.85,0.00892335,-122.22,1.17E-01,0.91,0.006602,-101.6,1.67E-04,0.20,4.22,0.61,0.91,0.91,1.12E+02,0.91,1.17E-01,208.21,4,5,20,10.4105,298,1.49E+04,0.91,0.91
1000,0.85,0.0113926,-144.55,1.83E-01,0.91,0.006602,-101.6,1.83E-04,0.20,4.22,0.61,0.91,0.91,8.78E+01,0.91,1.83E-01,208.21,4,5,20,10.4105,298,2.09E+04,0.91,0.91
400,0.85,0.00395648,-60.57,3.71E-02,0.91,0.003956,-60.57,9.27E-05,0.20,4.22,0.61,0.91,0.91,2.53E+02,0.91,3.71E-02,210.36,4,5,20,10.518,293,3.67E+03,0.91,0.91
700,0.85,0.00529042,-81.62,8.81E-02,0.91,0.003956,-60.57,1.26E-04,0.20,4.22,0.61,0.91,0.91,1.89E+02,0.91,8.81E-02,210.36,4,5,20,10.518,293,6.66E+03,0.91,0.91
1000,0.85,0.00673792,-101.82,1.54E-01,0.91,0.003956,-60.57,1.54E-04,0.20,4.22,0.61,0.91,0.91,1.48E+02,0.91,1.54E-01,210.36,4,5,20,10.518,293,1.04E+04,0.91,0.91
400,0.85,0.00310502,-35.67,1.64E-02,0.91,0.003105,-35.67,4.10E-05,0.20,4.22,0.61,0.91,0.91,3.22E+02,0.91,1.64E-02,210.36,4,5,20,10.518,293,1.27E+03,0.91,0.91
700,0.85,0.00403027,-55.87,5.42E-02,0.91,0.003105,-35.67,7.75E-05,0.20,4.22,0.61,0.91,0.91,2.48E+02,0.91,5.42E-02,210.36,4,5,20,10.518,293,3.12E+03,0.91,0.91
1000,0.85,0.00504634,-67.87,9.13E-02,0.91,0.003105,-35.67,9.13E-05,0.20,4.22,0.61,0.91,0.91,1.98E+02,0.91,9.13E-02,210.36,4,5,20,10.518,293,4.61E+03,0.91,0.91
300,0.85,0.03054545,-211.97,4.41E-02,0.91,0.027541,-215.39,1.47E-04,0.20,4.22,0.61,0.91,0.91,3.27E+01,0.91,4.41E-02,210.36,4,5,20,10.518,293,4.49E+04,0.91,0.91
400,0.85,0.027541002,-215.39,6.74E-02,0.91,0.027541,-215.39,1.68E-04,0.20,4.22,0.61,0.91,0.91,3.63E+01,0.91,6.74E-02,210.36,4,5,20,10.518,293,4.64E+04,0.91,0.91
700,0.85,0.022105261,-227.92,1.65E-01,0.91,0.027541,-215.39,2.35E-04,0.20,4.22,0.61,0.91,0.91,4.52E+01,0.91,1.65E-01,210.36,4,5,20,10.518,293,5.19E+04,0.91,0.91
1000,0.85,0.022702713,-235.33,2.44E-01,0.91,0.027541,-215.39,2.44E-04,0.20,4.22,0.61,0.91,0.91,4.40E+01,0.91,2.44E-01,210.36,4,5,20,10.518,293,5.54E+04,0.91,0.91
300,0.85,0.014867258,-162.39,5.32E-02,0.027559563,0.012874,-163.53,1.77E-04,0.029786338,1.78652,0.61,0.027559563,0.027559563,6.73E+01,0.027559563,5.32E-02,210.36,4,5,20,10.518,293,2.64E+04,0.027559563,0.027559563
400,0.85,0.012873558,-163.53,8.31E-02,0.046946754,0.012874,-163.53,2.08E-04,0.051454878,1.6149,0.61,0.046946754,0.046946754,7.77E+01,0.046946754,8.31E-02,210.36,4,5,20,10.518,293,2.67E+04,0.046946754,0.046946754
700,0.85,0.011666665,-172.65,1.79E-01,0.108736036,0.012874,-163.53,2.56E-04,0.13283632,1.34638,0.61,0.108736036,0.108736036,8.57E+01,0.108736036,1.79E-01,210.36,4,5,20,10.518,293,2.98E+04,0.108736036,0.108736036
1000,0.85,0.010566033,-172.65,2.82E-01,0.180366527,0.012874,-163.53,2.82E-04,0.220343013,1.28033,0.61,0.180366527,0.180366527,9.46E+01,0.180366527,2.82E-01,210.36,4,5,20,10.518,293,2.98E+04,0.180366527,0.180366527
300,0.85,0.014545455,-104.27,2.24E-02,0.017660931,0.011351356,-118.52,7.48E-05,0.00787002,2.84951,0.61,0.017660931,0.017660931,6.88E+01,0.017660931,2.24E-02,210.36,4,5,20,10.518,293,1.09E+04,0.017660931,0.017660931
400,0.85,0.011351356,-118.52,4.95E-02,0.033456911,0.011351356,-118.52,1.24E-04,0.019260696,2.5699,0.61,0.033456911,0.033456911,8.81E+01,0.033456911,4.95E-02,210.36,4,5,20,10.518,293,1.40E+04,0.033456911,0.033456911
700,0.85,0.008659808,-144.73,1.69E-01,0.092190805,0.011351356,-118.52,2.42E-04,0.079142343,2.1394,0.61,0.092190805,0.092190805,1.15E+02,0.092190805,1.69E-01,210.36,4,5,20,10.518,293,2.09E+04,0.092190805,0.092190805
1000,0.85,0.008865405,-144.73,2.36E-01,0.141496216,0.011351356,-118.52,2.36E-04,0.121469186,1.94512,0.61,0.141496216,0.141496216,1.13E+02,0.141496216,2.36E-01,210.36,4,5,20,10.518,293,2.09E+04,0.141496216,0.141496216
400,0.85,0.00175816,23.09,1.21E-02,0.91,0.001177,23.09,3.03E-05,0.20,4.22,0.61,0.91,0.91,5.69E+02,0.91,1.21E-02,1102.66,8,11,88,12.53022727,300,5.33E+02,0.91,0.91
700,0.85,0.00192802,32.45,3.82E-02,0.91,0.001177,23.09,5.46E-05,0.20,4.22,0.61,0.91,0.91,5.19E+02,0.91,3.82E-02,1102.66,8,11,88,12.53022727,300,1.05E+03,0.91,0.91
1000,0.85,0.00203743,39.96,7.84E-02,0.91,0.001177,23.09,7.84E-05,0.20,4.22,0.61,0.91,0.91,4.91E+02,0.91,7.84E-02,1102.66,8,11,88,12.53022727,300,1.60E+03,0.91,0.91
400,0.85,0.00117083,21.17,1.53E-02,0.91,0.001759,21.17,3.83E-05,0.20,4.22,0.61,0.91,0.91,8.54E+02,0.91,1.53E-02,1098.72,8,11,88,12.48545455,300,4.48E+02,0.91,0.91
700,0.85,0.00134069,30.25,4.78E-02,0.91,0.001759,21.17,6.83E-05,0.20,4.22,0.61,0.91,0.91,7.46E+02,0.91,4.78E-02,1098.72,8,11,88,12.48545455,300,9.15E+02,0.91,0.91
1000,0.85,0.00153071,35.44,8.21E-02,0.91,0.001759,21.17,8.21E-05,0.20,4.22,0.61,0.91,0.91,6.53E+02,0.91,8.21E-02,1098.72,8,11,88,12.48545455,300,1.26E+03,0.91,0.91
400,0.85,0.00321831,17.72,3.90E-03,0.91,0.003218,17.72,9.75E-06,0.20,4.22,0.61,0.91,0.91,3.11E+02,0.91,3.90E-03,1098.72,8,11,88,12.48545455,300,3.14E+02,0.91,0.91
700,0.85,0.00310001,29.32,1.94E-02,0.91,0.003218,17.72,2.77E-05,0.20,4.22,0.61,0.91,0.91,3.23E+02,0.91,1.94E-02,1098.72,8,11,88,12.48545455,300,8.60E+02,0.91,0.91
1000,0.85,0.00297746,38.96,5.10E-02,0.91,0.003218,17.72,5.10E-05,0.20,4.22,0.61,0.91,0.91,3.36E+02,0.91,5.10E-02,1098.72,8,11,88,12.48545455,300,1.52E+03,0.91,0.91
400,0.85,0.00169298,19.3,8.80E-03,0.91,0.001693,19.3,2.20E-05,0.20,4.22,0.61,0.91,0.91,5.91E+02,0.91,8.80E-03,1098.72,8,11,88,12.48545455,300,3.72E+02,0.91,0.91
700,0.85,0.00176901,29.32,3.40E-02,0.91,0.001693,19.3,4.86E-05,0.20,4.22,0.61,0.91,0.91,5.65E+02,0.91,3.40E-02,1098.72,8,11,88,12.48545455,300,8.60E+02,0.91,0.91
1000,0.85,0.00181126,35.86,7.10E-02,0.91,0.001693,19.3,7.10E-05,0.20,4.22,0.61,0.91,0.91,5.52E+02,0.91,7.10E-02,1098.72,8,11,88,12.48545455,300,1.29E+03,0.91,0.91
400,0.85,0.00049075,-1.64,2.18E-04,0.91,0.00049075,-1.64,5.46E-07,0.20,4.22,0.61,0.91,0.91,1.88E+03,0.91,2.18E-04,1090.63,8,11,88,12.39352273,300,2.68E+00,0.91,0.91
700,0.85,0.00057405,5.38,3.52E-03,0.91,0.00049075,-1.64,5.03E-06,0.20,4.22,0.61,0.91,0.91,1.73E+03,0.91,3.52E-03,1090.63,8,11,88,12.39352273,300,2.89E+01,0.91,0.91
1000,0.85,0.00068672,12.43,2.25E-02,0.91,0.00049075,-1.64,2.25E-05,0.20,4.22,0.61,0.91,0.91,1.43E+03,0.91,2.25E-02,1090.63,8,11,88,12.39352273,300,1.55E+02,0.91,0.91
400,0.85,0.00101116,21.46,1.82E-02,0.91,0.00101116,21.46,4.55E-05,0.20,4.22,0.61,0.91,0.91,9.69E+02,0.91,1.82E-02,1079.79,8,11,88,12.27034091,300,4.61E+02,0.91,0.91
700,0.85,0.001050437,15.29,1.56E-02,0.91,0.00101116,21.46,2.22E-05,0.20,4.22,0.61,0.91,0.91,9.46E+02,0.91,1.56E-02,1079.79,8,11,88,12.27034091,300,2.34E+02,0.91,0.91
1000,0.85,0.001190611,17.26,2.50E-02,0.91,0.00101116,21.46,2.50E-05,0.20,4.22,0.61,0.91,0.91,8.30E+02,0.91,2.50E-02,1079.79,8,11,88,12.27034091,300,2.98E+02,0.91,0.91
400,0.85,0.0019954,15.44,4.78E-03,0.91,0.0019954,15.44,1.20E-05,0.20,4.22,0.61,0.91,0.91,5.02E+02,0.91,4.78E-03,1069.75,8,11,88,12.15625,300,2.38E+02,0.91,0.91
700,0.85,0.001901516,17.15,1.08E-02,0.91,0.0019954,15.44,1.55E-05,0.20,4.22,0.61,0.91,0.91,5.15E+02,0.91,1.08E-02,1069.75,8,11,88,12.15625,300,2.94E+02,0.91,0.91
1000,0.85,0.001998573,17.21,1.48E-02,0.91,0.0019954,15.44,1.48E-05,0.20,4.22,0.61,0.91,0.91,4.92E+02,0.91,1.48E-02,1069.75,8,11,88,12.15625,300,2.96E+02,0.91,0.91
400,0.85,5.732274775,270,5.09E-04,0.91,5.732274775,270,1.27E-06,0.20,4.22,0.61,0.91,0.91,1.73E-01,0.91,5.09E-04,1040.8,8,11,88,11.82727273,300,7.29E+04,0.91,0.91
700,0.85,0.284067795,21.92,1.18E-04,0.91,5.732274775,270,1.69E-07,0.20,4.22,0.61,0.91,0.91,3.46E+00,0.91,1.18E-04,1040.8,8,11,88,11.82727273,300,4.80E+02,0.91,0.91
1000,0.85,0.084481186,17.26,3.52E-04,0.91,5.732274775,270,3.52E-07,0.20,4.22,0.61,0.91,0.91,1.16E+01,0.91,3.52E-04,1040.8,8,11,88,11.82727273,300,2.98E+02,0.91,0.91
300,0.85,2,210,6.62E-04,0.91,2,40,2.21E-06,0.20,4.22,0.61,0.91,0.91,5.00E-01,0.91,6.62E-04,1104.29,8,11,88,12.54875,300,4.41E+04,0.91,0.91
400,0.85,0.25,40,2.56E-04,0.91,2,40,6.40E-07,0.20,4.22,0.61,0.91,0.91,4.00E+00,0.91,2.56E-04,1104.29,8,11,88,12.54875,300,1.60E+03,0.91,0.91
700,0.85,0.017,22.7,2.12E-03,0.91,2,40,3.03E-06,0.20,4.22,0.61,0.91,0.91,5.88E+01,0.91,2.12E-03,1104.29,8,11,88,12.54875,300,5.15E+02,0.91,0.91
1000,0.85,0.0101,26.5,6.95E-03,0.91,2,40,6.95E-06,0.20,4.22,0.61,0.91,0.91,9.90E+01,0.91,6.95E-03,1104.29,8,11,88,12.54875,300,7.02E+02,0.91,0.91
300,0.85,1.536,173.9,5.91E-04,0.91,0.38,59.3,1.97E-06,0.20,4.22,0.61,0.91,0.91,6.51E-01,0.91,5.91E-04,1104.29,8,11,88,12.54875,300,3.02E+04,0.91,0.91
400,0.85,0.38,59.3,3.70E-04,0.91,0.38,59.3,9.25E-07,0.20,4.22,0.61,0.91,0.91,2.63E+00,0.91,3.70E-04,1104.29,8,11,88,12.54875,300,3.52E+03,0.91,0.91
700,0.85,0.031,22,1.09E-03,0.91,0.38,59.3,1.56E-06,0.20,4.22,0.61,0.91,0.91,3.23E+01,0.91,1.09E-03,1104.29,8,11,88,12.54875,300,4.84E+02,0.91,0.91
400,0.85,0.011934,-90.28,2.73E-02,0.03389174,0.119152,-90.28,6.83E-05,0.01132081,2.41307,0.61,0.03389174,0.03389174,8.38E+01,0.03389174,2.73E-02,210.93,4,5,20,10.5465,293,8.15E+03,0.03389174,0.03389174
700,0.85,0.0174057,-123.85,6.17E-02,0.040623276,0.119152,-90.28,8.81E-05,0.02553619,2.41558,0.61,0.040623276,0.040623276,5.75E+01,0.040623276,6.17E-02,210.93,4,5,20,10.5465,293,1.53E+04,0.040623276,0.040623276
1000,0.85,0.0213208,-130.04,7.93E-02,0.048038146,0.119152,-90.28,7.93E-05,0.03329024,2.38232,0.61,0.048038146,0.048038146,4.69E+01,0.048038146,7.93E-02,210.93,4,5,20,10.5465,293,1.69E+04,0.048038146,0.048038146
400,0.85,0.0107547,-90.28,3.03E-02,0.057180405,0.107849,-90.28,7.58E-05,0.019099891,1.5871,0.61,0.057180405,0.057180405,9.30E+01,0.057180405,3.03E-02,209.02,4,5,20,10.451,293,8.15E+03,0.057180405,0.057180405
700,0.85,0.0153302,-123.85,7.00E-02,0.063435005,0.107849,-90.28,1.00E-04,0.039875867,1.75635,0.61,0.063435005,0.063435005,6.52E+01,0.063435005,7.00E-02,209.02,4,5,20,10.451,293,1.53E+04,0.063435005,0.063435005
1000,0.85,0.0183962,-130.04,9.19E-02,0.071996791,0.107849,-90.28,9.19E-05,0.049893485,1.84225,0.61,0.071996791,0.071996791,5.44E+01,0.071996791,9.19E-02,209.02,4,5,20,10.451,293,1.69E+04,0.071996791,0.071996791
400,0.85,0.00698113,-90.28,4.67E-02,0.067617587,0.070644,-90.28,1.17E-04,0.022586208,2.06759,0.61,0.067617587,0.067617587,1.43E+02,0.067617587,4.67E-02,208.44,4,5,20,10.422,293,8.15E+03,0.067617587,0.067617587
700,0.85,0.00981132,-123.85,1.09E-01,0.079663484,0.070644,-90.28,1.56E-04,0.050077248,2.18525,0.61,0.079663484,0.079663484,1.02E+02,0.079663484,1.09E-01,208.44,4,5,20,10.422,293,1.53E+04,0.079663484,0.079663484
1000,0.85,0.0125,-130.04,1.35E-01,0.087167762,0.070644,-90.28,1.35E-04,0.060406906,2.23936,0.61,0.087167762,0.087167762,8.00E+01,0.087167762,1.35E-01,208.44,4,5,20,10.422,293,1.69E+04,0.087167762,0.087167762
400,0.85,0.0040566,-90.28,8.04E-02,0.146820104,0.040973,-90.28,2.01E-04,0.049042114,1.63871,0.61,0.146820104,0.146820104,2.47E+02,0.146820104,8.04E-02,207.52,4,5,20,10.376,293,8.15E+03,0.146820104,0.146820104
700,0.85,0.00599057,-123.85,1.79E-01,0.177152639,0.040973,-90.28,2.56E-04,0.111359887,1.60943,0.61,0.177152639,0.177152639,1.67E+02,0.177152639,1.79E-01,207.52,4,5,20,10.376,293,1.53E+04,0.177152639,0.177152639
1000,0.85,0.00825472,-130.04,2.05E-01,0.186129454,0.040973,-90.28,2.05E-04,0.128986958,1.58808,0.61,0.186129454,0.186129454,1.21E+02,0.186129454,2.05E-01,207.52,4,5,20,10.376,293,1.69E+04,0.186129454,0.186129454
400,0.85,0.460937,-600.16,3.13E-02,0.000712221,0.460937,-600.16,7.81E-05,0.010513925,2.97299,0.61,0.000712221,0.000712221,2.17E+00,0.000712221,3.13E-02,206.97,4,5,20,10.3485,300,3.60E+05,0.000712221,0.000712221
700,0.85,0.233107,-374.8,4.22E-02,0.003383736,0.460937,-600.16,6.03E-05,0.019480754,2.16539,0.61,0.003383736,0.003383736,4.29E+00,0.003383736,4.22E-02,206.97,4,5,20,10.3485,300,1.40E+05,0.003383736,0.003383736
1000,0.85,0.0834071,-320.53,1.23E-01,0.013980991,0.460937,-600.16,1.23E-04,0.058867739,2.09242,0.61,0.013980991,0.013980991,1.20E+01,0.013980991,1.23E-01,206.97,4,5,20,10.3485,300,1.03E+05,0.013980991,0.013980991
300,0.657626,0.00576296,-74.98,2.93E-02,0.085615361,0.00638941,-93.82,9.76E-05,0.01972878,1.48358962,0.61,0.085615361,0.085615361,1.74E+02,0.085615361,2.93E-02,209.58,4,5,20,10.479,300,5.62E+03,0.085615361,0.085615361
400,0.876848,0.00638941,-93.82,5.51E-02,0.097226814,0.00638941,-93.82,1.38E-04,0.03507392,1.571097028,0.61,0.097226814,0.097226814,1.57E+02,0.097226814,5.51E-02,209.58,4,5,20,10.479,300,8.80E+03,0.097226814,0.097226814
700,1.18448,0.00831725,-124.55,1.31E-01,0.130413083,0.00638941,-93.82,1.87E-04,0.0829136,1.574660559,0.61,0.130413083,0.130413083,1.20E+02,0.130413083,1.31E-01,209.58,4,5,20,10.479,300,1.55E+04,0.130413083,0.130413083
1000,1.41281,0.0102451,-152.37,2.27E-01,0.148476441,0.00638941,-93.82,2.27E-04,0.141281,1.604043252,0.61,0.148476441,0.148476441,9.76E+01,0.148476441,2.27E-01,209.58,4,5,20,10.479,300,2.32E+04,0.148476441,0.148476441
300,0.162774,0.00607036,-46.31,1.06E-02,0.055569513,0.00549942,-44.36,3.53E-05,0.00488322,2.170001556,0.61,0.055569513,0.055569513,1.65E+02,0.055569513,1.06E-02,213.15,4,5,20,10.6575,300,2.14E+03,0.055569513,0.055569513
400,0.244057,0.00549942,-44.36,1.43E-02,0.12107158,0.00549942,-44.36,3.58E-05,0.00976228,1.465854004,0.61,0.12107158,0.12107158,1.82E+02,0.12107158,1.43E-02,213.15,4,5,20,10.6575,300,1.97E+03,0.12107158,0.12107158
700,0.39825,0.00525905,-55.34,4.08E-02,0.222070058,0.00549942,-44.36,5.82E-05,0.0278775,1.462482104,0.61,0.222070058,0.222070058,1.90E+02,0.222070058,4.08E-02,213.15,4,5,20,10.6575,300,3.06E+03,0.222070058,0.222070058
1000,0.495538,0.00558501,-68.2,8.33E-02,0.259922905,0.00549942,-44.36,8.33E-05,0.0495538,1.680820436,0.61,0.259922905,0.259922905,1.79E+02,0.259922905,8.33E-02,213.15,4,5,20,10.6575,300,4.65E+03,0.259922905,0.259922905
300,0.473219,0.00669346,-72.01,2.32E-02,0.066793555,0.00739839,-81.79,7.75E-05,0.01419657,1.637290898,0.61,0.066793555,0.066793555,1.49E+02,0.066793555,2.32E-02,209.04,4,5,20,10.452,300,5.19E+03,0.066793555,0.066793555
400,0.585012,0.00739839,-81.79,3.62E-02,0.085351467,0.00739839,-81.79,9.04E-05,0.02340048,1.545616006,0.61,0.085351467,0.085351467,1.35E+02,0.085351467,3.62E-02,209.04,4,5,20,10.452,300,6.69E+03,0.085351467,0.085351467
700,0.714005,0.00949715,-101.47,7.59E-02,0.118446535,0.00739839,-81.79,1.08E-04,0.04998035,1.518351106,0.61,0.118446535,0.118446535,1.05E+02,0.118446535,7.59E-02,209.04,4,5,20,10.452,300,1.03E+04,0.118446535,0.118446535
1000,0.770762,0.0115796,-114.58,1.13E-01,0.143251793,0.00739839,-81.79,1.13E-04,0.0770762,1.470944215,0.61,0.143251793,0.143251793,8.64E+01,0.143251793,1.13E-01,209.04,4,5,20,10.452,300,1.31E+04,0.143251793,0.143251793
300,0.173956,0.00511856,-43.69,1.12E-02,0.066706555,0.0043952,-45.05,3.73E-05,0.00521868,2.143851851,0.61,0.066706555,0.066706555,1.95E+02,0.066706555,1.12E-02,212.3,4,5,20,10.615,300,1.91E+03,0.066706555,0.066706555
400,0.302948,0.0043952,-45.05,1.85E-02,0.145683701,0.0043952,-45.05,4.62E-05,0.01211792,1.524264065,0.61,0.145683701,0.145683701,2.28E+02,0.145683701,1.85E-02,212.3,4,5,20,10.615,300,2.03E+03,0.145683701,0.145683701
700,0.486978,0.00376682,-50.98,4.83E-02,0.320067697,0.0043952,-45.05,6.90E-05,0.03408846,1.416678012,0.61,0.320067697,0.320067697,2.65E+02,0.320067697,4.83E-02,212.3,4,5,20,10.615,300,2.60E+03,0.320067697,0.320067697
1000,0.61941,0.00422589,-64.7,9.91E-02,0.361005513,0.0043952,-45.05,9.91E-05,0.061941,1.599402623,0.61,0.361005513,0.361005513,2.37E+02,0.361005513,9.91E-02,212.3,4,5,20,10.615,300,4.19E+03,0.361005513,0.361005513
300,0.763717,0.00437499,-70.53,3.41E-02,0.112376328,0.00477637,-81.71,1.14E-04,0.02291151,1.488878233,0.61,0.112376328,0.112376328,2.29E+02,0.112376328,3.41E-02,212.3,4,5,20,10.615,300,4.97E+03,0.112376328,0.112376328
400,0.943053,0.00477637,-81.71,5.59E-02,0.137844273,0.00477637,-81.71,1.40E-04,0.03772212,1.482392228,0.61,0.137844273,0.137844273,2.09E+02,0.137844273,5.59E-02,212.3,4,5,20,10.615,300,6.68E+03,0.137844273,0.137844273
700,1.3433,0.00591553,-112.78,1.51E-01,0.18037066,0.00477637,-81.71,2.15E-04,0.094031,1.600767692,0.61,0.18037066,0.18037066,1.69E+02,0.18037066,1.51E-01,212.3,4,5,20,10.615,300,1.27E+04,0.18037066,0.18037066
1000,1.58857,0.00710372,-135.59,2.59E-01,0.210834103,0.00477637,-81.71,2.59E-04,0.158857,1.629157717,0.61,0.210834103,0.210834103,1.41E+02,0.210834103,2.59E-01,212.3,4,5,20,10.615,300,1.84E+04,0.210834103,0.210834103
300,0.126573,0.00762653,-41.61,6.81E-03,0.05352323,0.00649209,-41.63,2.27E-05,0.00379719,1.793253904,0.61,0.05352323,0.05352323,1.31E+02,0.05352323,6.81E-03,219.83,4,5,20,10.9915,300,1.73E+03,0.05352323,0.05352323
400,0.181921,0.00649209,-41.63,1.07E-02,0.102444473,0.00649209,-41.63,2.67E-05,0.00727684,1.46749541,0.61,0.102444473,0.102444473,1.54E+02,0.102444473,1.07E-02,219.83,4,5,20,10.9915,300,1.73E+03,0.102444473,0.102444473
700,0.289423,0.00627506,-52.45,3.07E-02,0.179671934,0.00649209,-41.63,4.38E-05,0.02025961,1.514920146,0.61,0.179671934,0.179671934,1.59E+02,0.179671934,3.07E-02,219.83,4,5,20,10.9915,300,2.75E+03,0.179671934,0.179671934
1000,0.340102,0.00707093,-60.8,5.23E-02,0.224523528,0.00649209,-41.63,5.23E-05,0.0340102,1.536920596,0.61,0.224523528,0.224523528,1.41E+02,0.224523528,5.23E-02,219.83,4,5,20,10.9915,300,3.70E+03,0.224523528,0.224523528
300,0.42569,0.000433737,-26,4.68E-02,0.446429206,0.000509409,-31.98,1.56E-04,0.012368285,3.78035,0.61,0.446429206,0.446429206,2.31E+03,0.446429206,4.68E-02,311.43,4,5,20,15.5715,300,6.76E+02,0.446429206,0.446429206
400,0.471206,0.000509409,-31.98,8.03E-02,0.46099939,0.000509409,-31.98,2.01E-04,0.019323409,4.15607,0.61,0.46099939,0.46099939,1.96E+03,0.46099939,8.03E-02,311.43,4,5,20,15.5715,300,1.02E+03,0.46099939,0.46099939
700,0.408461,0.000526685,-33.62,1.50E-01,0.633927349,0.000509409,-31.98,2.15E-04,0.029357635,5.11561,0.61,0.633927349,0.633927349,1.90E+03,0.633927349,1.50E-01,311.43,4,5,20,15.5715,300,1.13E+03,0.633927349,0.633927349
1000,0.85,0.000858552,-30.17,1.06E-01,0.91,0.000509409,-31.98,1.06E-04,0.20,4.22,0.61,0.91,0.91,1.16E+03,0.91,1.06E-01,311.43,4,5,20,15.5715,300,9.10E+02,0.91,0.91
300,0.489661,0.000462332,-24.46,3.88E-02,0.576647443,0.000476044,-30.29,1.29E-04,0.014141215,2.74566,0.61,0.576647443,0.576647443,2.16E+03,0.576647443,3.88E-02,311.43,4,5,20,15.5715,300,5.98E+02,0.576647443,0.576647443
400,0.572087,0.000476044,-30.29,7.71E-02,0.620086939,0.000476044,-30.29,1.93E-04,0.023313772,3.30636,0.61,0.620086939,0.620086939,2.10E+03,0.620086939,7.71E-02,311.43,4,5,20,15.5715,300,9.17E+02,0.620086939,0.620086939
700,0.789864,0.000550518,-41.77,2.22E-01,0.77006938,0.000476044,-30.29,3.17E-04,0.055061518,4.0289,0.61,0.77006938,0.77006938,1.82E+03,0.77006938,2.22E-01,311.43,4,5,20,15.5715,300,1.74E+03,0.77006938,0.77006938
1000,0.85,0.000601159,-33.71,1.89E-01,0.91,0.000476044,-30.29,1.89E-04,0.20,4.22,0.61,0.91,0.91,1.66E+03,0.91,1.89E-01,311.43,4,5,20,15.5715,300,1.14E+03,0.91,0.91
300,0.600385,0.00130601,-42,4.05E-02,0.243017462,0.00127204,-51.37,1.35E-04,0.017568967,2.30636,0.61,0.243017462,0.243017462,7.66E+02,0.243017462,4.05E-02,301.96,4,5,20,15.098,300,1.76E+03,0.243017462,0.243017462
400,0.87475,0.00127204,-51.37,8.30E-02,0.324542954,0.00127204,-51.37,2.07E-04,0.035093259,2.36416,0.61,0.324542954,0.324542954,7.86E+02,0.324542954,8.30E-02,301.96,4,5,20,15.098,300,2.64E+03,0.324542954,0.324542954
700,1.62894,0.00117492,-65.77,2.58E-01,0.594544985,0.00127204,-51.37,3.68E-04,0.105399534,2.44509,0.61,0.594544985,0.594544985,8.51E+02,0.594544985,2.58E-01,301.96,4,5,20,15.098,300,4.33E+03,0.594544985,0.594544985
1000,0.85,0.00068696,-39.71,2.30E-01,0.91,0.00127204,-51.37,2.30E-04,0.20,4.22,0.61,0.91,0.91,1.46E+03,0.91,2.30E-01,79.51,1,5,5,15.902,1198,1.58E+03,0.91,0.91
300,0.730808,0.00412774,-82.77,4.98E-02,0.07727765,0.00395079,-96.44,1.66E-04,0.021697095,2.2948,0.61,0.07727765,0.07727765,2.42E+02,0.07727765,4.98E-02,301.96,4,5,20,15.098,300,6.85E+03,0.07727765,0.07727765
400,1.08391,0.00395079,-96.44,9.42E-02,0.115820436,0.00395079,-96.44,2.35E-04,0.044149795,2.13295,0.61,0.115820436,0.115820436,2.53E+02,0.115820436,9.42E-02,301.96,4,5,20,15.098,300,9.30E+03,0.115820436,0.115820436
700,2.06201,0.00351048,-117.92,2.77E-01,0.245399186,0.00395079,-96.44,3.96E-04,0.139855751,1.98266,0.61,0.245399186,0.245399186,2.85E+02,0.245399186,2.77E-01,301.96,4,5,20,15.098,300,1.39E+04,0.245399186,0.245399186
1000,0.85,0.00093481,-52.48,2.95E-01,0.91,0.00395079,-96.44,2.95E-04,0.20,4.22,0.61,0.91,0.91,1.07E+03,0.91,2.95E-01,79.51,1,5,5,15.902,1198,2.75E+03,0.91,0.91
400,0.85,0.00284295,-19.88,5.56E-03,0.91,0.002843,-19.88,1.39E-05,0.20,4.22,0.61,0.91,0.91,3.52E+02,0.91,5.56E-03,339.43,6,5,30,11.31433333,300,3.95E+02,0.91,0.91
700,0.85,0.00460122,-25.76,1.01E-02,0.91,0.002843,-19.88,1.44E-05,0.20,4.22,0.61,0.91,0.91,2.17E+02,0.91,1.01E-02,339.43,6,5,30,11.31433333,300,6.64E+02,0.91,0.91
